开始时间,结束时间,最近决策节点,实际光伏,原始报告光伏,历史光伏,旧融合光伏,优化节点光伏,优化滚动光伏,旧光伏高估误差,优化节点光伏高估误差,优化滚动光伏高估误差,实际负荷,节点负荷预测,滚动负荷预测,节点负荷误差,滚动负荷误差,实际净负荷,旧节点净负荷预测,优化节点净负荷预测,优化滚动净负荷预测,旧节点净负荷低估,优化节点净负荷低估,优化滚动净负荷低估
2025-01-01T00:10:00,2025-01-01T00:20:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.2882666666667,573.3077666666667,573.3077666666667,-14.980500000000006,-14.980500000000006,588.2882666666667,573.3077666666667,573.3077666666667,573.3077666666667,14.980500000000006,14.980500000000006,14.980500000000006
2025-01-01T00:20:00,2025-01-01T00:30:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.5881166666667,572.9965333333333,572.9965333333333,-28.591583333333347,-28.591583333333347,601.5881166666667,572.9965333333333,572.9965333333333,572.9965333333333,28.591583333333347,28.591583333333347,28.591583333333347
2025-01-01T00:30:00,2025-01-01T00:40:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0933333333334,574.0505166666667,574.0505166666667,-47.04281666666668,-47.04281666666668,621.0933333333334,574.0505166666667,574.0505166666667,574.0505166666667,47.04281666666668,47.04281666666668,47.04281666666668
2025-01-01T00:40:00,2025-01-01T00:50:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.1051833333333,575.7406166666666,575.7406166666666,-9.364566666666747,-9.364566666666747,585.1051833333333,575.7406166666666,575.7406166666666,575.7406166666666,9.364566666666747,9.364566666666747,9.364566666666747
2025-01-01T00:50:00,2025-01-01T01:00:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.7604166666666,576.4712166666667,576.4712166666667,-7.289199999999937,-7.289199999999937,583.7604166666666,576.4712166666667,576.4712166666667,576.4712166666667,7.289199999999937,7.289199999999937,7.289199999999937
2025-01-01T01:00:00,2025-01-01T01:10:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.1683333333334,576.6400166666666,576.6400166666666,-54.5283166666668,-54.5283166666668,631.1683333333334,576.6400166666666,576.6400166666666,576.6400166666666,54.5283166666668,54.5283166666668,54.5283166666668
2025-01-01T01:10:00,2025-01-01T01:20:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0534166666666,577.8597,577.8597,-72.19371666666666,-72.19371666666666,650.0534166666666,577.8597,577.8597,577.8597,72.19371666666666,72.19371666666666,72.19371666666666
2025-01-01T01:20:00,2025-01-01T01:30:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.8062666666666,577.9938666666667,577.9938666666667,-74.81239999999991,-74.81239999999991,652.8062666666666,577.9938666666667,577.9938666666667,577.9938666666667,74.81239999999991,74.81239999999991,74.81239999999991
2025-01-01T01:30:00,2025-01-01T01:40:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.2133333333334,577.82805,577.82805,-58.385283333333405,-58.385283333333405,636.2133333333334,577.82805,577.82805,577.82805,58.385283333333405,58.385283333333405,58.385283333333405
2025-01-01T01:40:00,2025-01-01T01:50:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.8356,580.41545,580.41545,-8.420150000000035,-8.420150000000035,588.8356,580.41545,580.41545,580.41545,8.420150000000035,8.420150000000035,8.420150000000035
2025-01-01T01:50:00,2025-01-01T02:00:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.7768833333333,582.5140166666666,582.5140166666666,-33.262866666666696,-33.262866666666696,615.7768833333333,582.5140166666666,582.5140166666666,582.5140166666666,33.262866666666696,33.262866666666696,33.262866666666696
2025-01-01T02:00:00,2025-01-01T02:10:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.455,583.07405,583.07405,-94.38094999999998,-94.38094999999998,677.455,583.07405,583.07405,583.07405,94.38094999999998,94.38094999999998,94.38094999999998
2025-01-01T02:10:00,2025-01-01T02:20:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.1118333333333,584.2049166666667,584.2049166666667,-50.906916666666575,-50.906916666666575,635.1118333333333,584.2049166666667,584.2049166666667,584.2049166666667,50.906916666666575,50.906916666666575,50.906916666666575
2025-01-01T02:20:00,2025-01-01T02:30:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.8249166666667,585.4397833333334,585.4397833333334,-55.38513333333333,-55.38513333333333,640.8249166666667,585.4397833333334,585.4397833333334,585.4397833333334,55.38513333333333,55.38513333333333,55.38513333333333
2025-01-01T02:30:00,2025-01-01T02:40:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.77,586.14475,586.14475,-119.62524999999994,-119.62524999999994,705.77,586.14475,586.14475,586.14475,119.62524999999994,119.62524999999994,119.62524999999994
2025-01-01T02:40:00,2025-01-01T02:50:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.9959166666666,586.3207666666666,586.3207666666666,-98.67515000000003,-98.67515000000003,684.9959166666666,586.3207666666666,586.3207666666666,586.3207666666666,98.67515000000003,98.67515000000003,98.67515000000003
2025-01-01T02:50:00,2025-01-01T03:00:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.1490833333334,586.4253,586.4253,-79.72378333333336,-79.72378333333336,666.1490833333334,586.4253,586.4253,586.4253,79.72378333333336,79.72378333333336,79.72378333333336
2025-01-01T03:00:00,2025-01-01T03:10:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.6983333333333,586.8496,586.8496,-96.84873333333326,-96.84873333333326,683.6983333333333,586.8496,586.8496,586.8496,96.84873333333326,96.84873333333326,96.84873333333326
2025-01-01T03:10:00,2025-01-01T03:20:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0096166666666,587.8210166666667,587.8210166666667,-93.18859999999995,-93.18859999999995,681.0096166666666,587.8210166666667,587.8210166666667,587.8210166666667,93.18859999999995,93.18859999999995,93.18859999999995
2025-01-01T03:20:00,2025-01-01T03:30:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.9604333333333,589.5475666666667,589.5475666666667,-99.41286666666656,-99.41286666666656,688.9604333333333,589.5475666666667,589.5475666666667,589.5475666666667,99.41286666666656,99.41286666666656,99.41286666666656
2025-01-01T03:30:00,2025-01-01T03:40:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.5300000000001,590.8134666666666,590.8134666666666,-105.71653333333347,-105.71653333333347,696.5300000000001,590.8134666666666,590.8134666666666,590.8134666666666,105.71653333333347,105.71653333333347,105.71653333333347
2025-01-01T03:40:00,2025-01-01T03:50:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.8951833333333,590.2131166666667,590.2131166666667,-68.68206666666663,-68.68206666666663,658.8951833333333,590.2131166666667,590.2131166666667,590.2131166666667,68.68206666666663,68.68206666666663,68.68206666666663
2025-01-01T03:50:00,2025-01-01T04:00:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.7916,591.0662666666666,591.0662666666666,-60.725333333333424,-60.725333333333424,651.7916,591.0662666666666,591.0662666666666,591.0662666666666,60.725333333333424,60.725333333333424,60.725333333333424
2025-01-01T04:00:00,2025-01-01T04:10:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.2183333333334,593.3678333333334,593.3678333333334,-89.85050000000001,-89.85050000000001,683.2183333333334,593.3678333333334,593.3678333333334,593.3678333333334,89.85050000000001,89.85050000000001,89.85050000000001
2025-01-01T04:10:00,2025-01-01T04:20:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.3103833333333,593.6596833333333,593.6596833333333,-93.65070000000003,-93.65070000000003,687.3103833333333,593.6596833333333,593.6596833333333,593.6596833333333,93.65070000000003,93.65070000000003,93.65070000000003
2025-01-01T04:20:00,2025-01-01T04:30:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.8344666666667,592.7863833333333,592.7863833333333,-102.04808333333335,-102.04808333333335,694.8344666666667,592.7863833333333,592.7863833333333,592.7863833333333,102.04808333333335,102.04808333333335,102.04808333333335
2025-01-01T04:30:00,2025-01-01T04:40:00,2025-01-01T00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.04,593.3378666666666,593.3378666666666,-116.70213333333334,-116.70213333333334,710.04,593.3378666666666,593.3378666666666,593.3378666666666,116.70213333333334,116.70213333333334,116.70213333333334
2025-01-01T04:40:00,2025-01-01T04:50:00,2025-01-01T00:10:00,0.0,0.0,0.0999,0.0,0.0999,0.0999,0.0,0.0999,0.0999,702.8703666666667,596.7756666666667,596.7756666666667,-106.09469999999999,-106.09469999999999,702.8703666666667,596.7756666666667,596.6757666666666,596.6757666666666,106.09469999999999,106.1946,106.1946
2025-01-01T04:50:00,2025-01-01T05:00:00,2025-01-01T00:10:00,0.0,0.0,0.03908333333333333,0.0,0.03908333333333333,0.03908333333333333,0.0,0.03908333333333333,0.03908333333333333,710.3095,597.8193333333334,597.8193333333334,-112.4901666666666,-112.4901666666666,710.3095,597.8193333333334,597.78025,597.78025,112.4901666666666,112.52924999999993,112.52924999999993
2025-01-01T05:00:00,2025-01-01T05:10:00,2025-01-01T00:10:00,0.0,0.0,0.04808333333333333,0.0,0.04808333333333333,0.04808333333333333,0.0,0.04808333333333333,0.04808333333333333,723.65,595.2105833333334,595.2105833333334,-128.4394166666666,-128.4394166666666,723.65,595.2105833333334,595.1625,595.1625,128.4394166666666,128.48749999999993,128.48749999999993
2025-01-01T05:10:00,2025-01-01T05:20:00,2025-01-01T00:10:00,0.00035,0.0,3.1130166666666668,0.0,3.1130166666666668,3.093475,-0.00035,3.1126666666666667,3.093125,701.3701333333333,593.7195166666667,593.7195166666667,-107.65061666666668,-107.65061666666668,701.3697833333333,593.7195166666667,590.6065,590.6260416666667,107.65026666666665,110.76328333333332,110.74374166666665
2025-01-01T05:20:00,2025-01-01T05:30:00,2025-01-01T00:10:00,0.0,0.0,9.0783,0.0,9.0783,9.034716666666666,0.0,9.0783,9.034716666666666,717.0205500000001,598.5634833333334,598.5634833333334,-118.45706666666672,-118.45706666666672,717.0205500000001,598.5634833333334,589.4851833333333,589.5287666666667,118.45706666666672,127.53536666666672,127.49178333333339
2025-01-01T05:30:00,2025-01-01T05:40:00,2025-01-01T00:10:00,0.0,0.0,18.161966666666668,0.0,18.161966666666668,18.087975,0.0,18.161966666666668,18.087975,742.765,596.6174166666666,596.6174166666666,-146.1475833333334,-146.1475833333334,742.765,596.6174166666666,578.4554499999999,578.5294416666666,146.1475833333334,164.30955000000006,164.2355583333334
2025-01-01T05:40:00,2025-01-01T05:50:00,2025-01-01T00:10:00,0.0049833333333333335,0.0,30.693383333333333,0.0,30.693383333333333,29.0871,-0.0049833333333333335,30.6884,29.082116666666668,691.4395,581.0198333333334,581.0198333333334,-110.41966666666656,-110.41966666666656,691.4345166666666,581.0198333333334,550.32645,551.9327333333334,110.41468333333319,141.10806666666653,139.50178333333318
2025-01-01T05:50:00,2025-01-01T06:00:00,2025-01-01T00:10:00,0.0,0.0,46.17636666666667,0.0,46.17636666666667,40.08088333333333,0.0,46.17636666666667,40.08088333333333,749.6888833333334,637.3165666666666,637.3165666666666,-112.37231666666673,-112.37231666666673,749.6888833333334,637.3165666666666,591.1401999999999,597.2356833333333,112.37231666666673,158.5486833333334,152.45320000000007
2025-01-01T06:00:00,2025-01-01T06:10:00,2025-01-01T06:00:00,0.0,0.5153166666666666,64.75823333333334,0.5153166666666666,64.75823333333334,64.75823333333334,0.5153166666666666,64.75823333333334,64.75823333333334,894.8966666666666,733.0121166666667,733.0121166666667,-161.88455,-161.88455,894.8966666666666,732.4968,668.2538833333333,668.2538833333333,162.39986666666667,226.64278333333334,226.64278333333334
2025-01-01T06:10:00,2025-01-01T06:20:00,2025-01-01T06:00:00,0.06948333333333333,0.5153166666666666,86.88005,0.5153166666666666,86.88005,22.12181666666666,0.4458333333333333,86.81056666666666,22.052333333333326,906.8165166666666,742.3353833333334,742.3353833333334,-164.48113333333322,-164.48113333333322,906.7470333333333,741.8200666666668,655.4553333333334,720.2135666666668,164.92696666666657,251.29169999999988,186.53346666666656
2025-01-01T06:20:00,2025-01-01T06:30:00,2025-01-01T06:00:00,0.0,0.5153166666666666,112.12795,0.5153166666666666,112.12795,36.34354999999999,0.5153166666666666,112.12795,36.34354999999999,886.1488333333333,728.6319833333333,728.6319833333333,-157.51684999999998,-157.51684999999998,886.1488333333333,728.1166666666667,616.5040333333334,692.2884333333334,158.03216666666665,269.6448,193.86039999999997
2025-01-01T06:30:00,2025-01-01T06:40:00,2025-01-01T06:00:00,0.0,0.5153166666666666,140.70435,0.5153166666666666,140.70435,53.893783333333346,0.5153166666666666,140.70435,53.893783333333346,899.9699999999999,732.1588333333334,732.1588333333334,-167.8111666666665,-167.8111666666665,899.9699999999999,731.6435166666668,591.4544833333334,678.2650500000001,168.3264833333332,308.5155166666665,221.70494999999985
2025-01-01T06:40:00,2025-01-01T06:50:00,2025-01-01T06:00:00,0.9676999999999999,0.5153166666666666,173.2790666666667,0.5153166666666666,173.2790666666667,73.80980833333336,-0.45238333333333325,172.3113666666667,72.84210833333337,907.9001166666667,730.7659333333332,730.7659333333332,-177.13418333333345,-177.13418333333345,906.9324166666667,730.2506166666666,557.4868666666665,656.9561249999999,176.6818000000001,349.44555000000014,249.97629166666678
2025-01-01T06:50:00,2025-01-01T07:00:00,2025-01-01T06:00:00,0.0,0.5153166666666666,209.88958333333335,0.5153166666666666,209.88958333333335,97.76163333333335,0.5153166666666666,209.88958333333335,97.76163333333335,907.4001666666667,739.1292833333333,739.1292833333333,-168.27088333333336,-168.27088333333336,907.4001666666667,738.6139666666667,529.2397,641.3676499999999,168.78620000000004,378.1604666666667,266.0325166666667
2025-01-01T07:00:00,2025-01-01T07:10:00,2025-01-01T06:00:00,0.5125000000000001,264.79731666666663,251.43863333333334,264.79731666666663,251.43863333333334,125.02248333333334,264.28481666666664,250.92613333333335,124.50998333333334,905.605,753.90935,753.90935,-151.69565,-151.69565,905.0925,489.1120333333334,502.4707166666667,628.8868666666667,415.9804666666666,402.62178333333327,276.2056333333333
2025-01-01T07:10:00,2025-01-01T07:20:00,2025-01-01T06:00:00,29.299216666666666,264.79731666666663,298.56845,264.79731666666663,298.56845,142.06059166666665,235.49809999999997,269.2692333333333,112.76137499999999,908.2136333333333,754.0120166666667,754.0120166666667,-154.2016166666666,-154.2016166666666,878.9144166666666,489.21470000000005,455.4435666666667,611.951425,389.6997166666666,423.4708499999999,266.9629916666666
2025-01-01T07:20:00,2025-01-01T07:30:00,2025-01-01T06:00:00,70.24933333333333,264.79731666666663,347.5810833333333,264.79731666666663,347.5810833333333,156.4806083333333,194.54798333333332,277.33175,86.23127499999997,918.3340333333334,757.6477833333333,757.6477833333333,-160.6862500000001,-160.6862500000001,848.0847000000001,492.8504666666667,410.0667,601.167175,355.2342333333334,438.0180000000001,246.91752500000007
2025-01-01T07:30:00,2025-01-01T07:40:00,2025-01-01T06:00:00,112.85000000000001,264.79731666666663,396.87685000000005,264.79731666666663,396.87685000000005,166.46899166666668,151.9473166666666,284.02685,53.61899166666667,912.6666666666666,753.8736333333333,753.8736333333333,-158.79303333333337,-158.79303333333337,799.8166666666666,489.0763166666666,356.9967833333332,587.4046416666665,310.74035,442.8198833333334,212.41202500000003
2025-01-01T07:40:00,2025-01-01T07:50:00,2025-01-01T06:00:00,158.46853333333334,264.79731666666663,447.1958666666667,264.79731666666663,447.1958666666667,187.09818333333334,106.32878333333329,288.7273333333334,28.629649999999998,888.2369166666667,730.5594333333333,730.5594333333333,-157.67748333333338,-157.67748333333338,729.7683833333334,465.7621166666667,283.36356666666666,543.4612500000001,264.0062666666667,446.40481666666676,186.3071333333334
2025-01-01T07:50:00,2025-01-01T08:00:00,2025-01-01T06:00:00,209.26175,264.79731666666663,497.72586666666666,264.79731666666663,497.72586666666666,224.42537500000003,55.535566666666625,288.46411666666665,15.163625000000025,1014.0193833333333,818.4099833333333,818.4099833333333,-195.60939999999994,-195.60939999999994,804.7576333333333,553.6126666666667,320.6841166666667,593.9846083333333,251.14496666666656,484.0735166666666,210.77302499999996
2025-01-01T08:00:00,2025-01-01T08:10:00,2025-01-01T06:00:00,265.38124999999997,549.6648833333334,548.2006666666667,549.6648833333334,548.2006666666667,267.5213666666667,284.2836333333334,282.81941666666677,2.1401166666667564,1219.3333333333333,966.6221166666666,966.6221166666666,-252.7112166666667,-252.7112166666667,953.9520833333333,416.9572333333332,418.4214499999998,699.1007499999998,536.9948500000002,535.5306333333335,254.8513333333335
2025-01-01T08:10:00,2025-01-01T08:20:00,2025-01-01T06:00:00,322.92019999999997,549.6648833333334,598.89355,549.6648833333334,598.89355,315.4704166666666,226.7446833333334,275.97335000000004,-7.449783333333357,1244.9157833333334,980.8043333333334,980.8043333333334,-264.11145,-264.11145,921.9955833333333,431.13945,381.91078333333337,665.3339166666667,490.85613333333333,540.0848,256.6616666666666
