开始时间,日初计划_kWh,保留原计划_kWh,调整增购_kWh,调整后普通购电_kWh,紧急购电_kWh,实际外网总购电_kWh,实际电价_元每kWh,原计划执行费_元,调整增购费_元,紧急购电费_元,本时刻调减违约费_元,本段总费用_元,电费标签,段初SOC_kWh,段末SOC_kWh,弃购电_kWh
2025-02-01T00:10:00,438.81306766760304,438.81306766760304,0.0,438.81306766760304,0.0,438.81306766760304,0.3281,143.97456750174055,0.0,0.0,0.0,143.97456750174055,143.97元,9640.704637972016,9655.809068863859,0.0
2025-02-01T00:20:00,436.37479619184273,436.37479619184273,0.0,436.37479619184273,0.0,436.37479619184273,0.3257,142.12727111968317,0.0,0.0,0.0,142.12727111968317,142.13元,9655.809068863859,9674.679800427517,0.0
2025-02-01T00:30:00,1269.9656923815382,1269.9656923815382,0.0,1269.9656923815382,0.0,1269.9656923815382,0.3041,386.19656705322575,0.0,0.0,0.0,386.19656705322575,386.20元,9674.679800427517,10424.679800418517,25.91569239153818
2025-02-01T00:40:00,924.2277559893536,924.2277559893536,0.0,924.2277559893536,0.0,924.2277559893536,0.3126,288.9135965222719,0.0,0.0,0.0,288.9135965222719,288.91元,10424.679800418517,10799.999999991,76.91051201992762
2025-02-01T00:50:00,466.51842341893683,466.51842341893683,0.0,466.51842341893683,0.0,466.51842341893683,0.3286,153.29795393546266,0.0,0.0,0.0,153.29795393546266,153.30元,10799.999999991,10799.999999991,42.107840077503205
2025-02-01T01:00:00,463.4415834096056,463.4415834096056,0.0,463.4415834096056,0.0,463.4415834096056,0.3438,159.3312163762224,0.0,0.0,0.0,159.3312163762224,159.33元,10799.999999991,10799.999999991,57.38991673483864
2025-02-01T01:10:00,476.32244757157594,476.32244757157594,0.0,476.32244757157594,0.0,476.32244757157594,0.3704,176.42983458051174,0.0,0.0,0.0,176.42983458051174,176.43元,10799.999999991,10799.999999991,39.57226423014229
2025-02-01T01:20:00,468.86709789903483,468.86709789903483,0.0,468.86709789903483,0.0,468.86709789903483,0.3746,175.63761487297845,0.0,0.0,0.0,175.63761487297845,175.64元,10799.999999991,10799.999999991,17.069414557601228
2025-02-01T01:30:00,452.5262558182414,452.5262558182414,0.0,452.5262558182414,0.0,452.5262558182414,0.3606,163.18096784805783,0.0,0.0,0.0,163.18096784805783,163.18元,10799.999999991,10799.999999991,6.446255810141087
2025-02-01T01:40:00,477.46070319622567,477.46070319622567,0.0,477.46070319622567,0.0,477.46070319622567,0.3582,171.02642388488803,0.0,0.0,0.0,171.02642388488803,171.03元,10799.999999991,10799.999999991,5.6943698547920345
2025-02-01T01:50:00,494.00180334468456,494.00180334468456,0.0,494.00180334468456,0.0,494.00180334468456,0.3041,150.22594839711857,0.0,0.0,0.0,150.22594839711857,150.23元,10799.999999991,10799.999999991,45.97583666991759
2025-02-01T02:00:00,486.73893368586994,486.73893368586994,0.0,486.73893368586994,0.0,486.73893368586994,0.2537,123.48566747610519,0.0,0.0,0.0,123.48566747610519,123.49元,10799.999999991,10799.999999991,89.3356003444363
2025-02-01T02:10:00,490.0645575806002,490.0645575806002,0.0,490.0645575806002,0.0,490.0645575806002,0.3346,163.97560096646882,0.0,0.0,0.0,163.97560096646882,163.98元,10799.999999991,10799.999999991,55.97392423916657
2025-02-01T02:20:00,498.11994281851764,498.11994281851764,0.0,498.11994281851764,0.0,498.11994281851764,0.3971,197.80342929323336,0.0,0.0,0.0,197.80342929323336,197.80元,10799.999999991,10799.999999991,7.559026143750691
