开始时间,日初计划_kWh,保留原计划_kWh,调整增购_kWh,调整后普通购电_kWh,紧急购电_kWh,实际外网总购电_kWh,实际电价_元每kWh,原计划执行费_元,调整增购费_元,紧急购电费_元,本时刻调减违约费_元,本段总费用_元,电费标签,段初SOC_kWh,段末SOC_kWh,弃购电_kWh
2025-02-01T00:10:00,438.81306766760304,438.81306766760304,0.0,438.81306766760304,0.0,438.81306766760304,0.3281,143.97456750174055,0.0,0.0,0.0,143.97456750174055,143.97元,10696.993178203204,10712.097609095046,0.0
2025-02-01T00:20:00,436.37479619184273,436.37479619184273,0.0,436.37479619184273,0.0,436.37479619184273,0.3257,142.12727111968317,0.0,0.0,0.0,142.12727111968317,142.13元,10712.097609095046,10730.968340658705,0.0
2025-02-01T00:30:00,563.0365415901988,563.0365415901988,0.0,563.0365415901988,0.0,563.0365415901988,0.3041,171.21941229757945,0.0,0.0,0.0,171.21941229757945,171.22元,10730.968340658705,10799.999999991,75.61803122098166
2025-02-01T00:40:00,457.5029731904826,457.5029731904826,0.0,457.5029731904826,0.0,457.5029731904826,0.3126,143.01542941934485,0.0,0.0,0.0,143.01542941934485,143.02元,10799.999999991,10799.999999991,27.208173182382303
2025-02-01T00:50:00,466.51842341893683,466.51842341893683,0.0,466.51842341893683,0.0,466.51842341893683,0.3286,153.29795393546266,0.0,0.0,0.0,153.29795393546266,153.30元,10799.999999991,10799.999999991,42.107840077503205
2025-02-01T01:00:00,463.4415834096056,463.4415834096056,0.0,463.4415834096056,0.0,463.4415834096056,0.3438,159.3312163762224,0.0,0.0,0.0,159.3312163762224,159.33元,10799.999999991,10799.999999991,57.38991673483864
2025-02-01T01:10:00,476.32244757157594,476.32244757157594,0.0,476.32244757157594,0.0,476.32244757157594,0.3704,176.42983458051174,0.0,0.0,0.0,176.42983458051174,176.43元,10799.999999991,10799.999999991,39.57226423014229
2025-02-01T01:20:00,468.86709789903483,468.86709789903483,0.0,468.86709789903483,0.0,468.86709789903483,0.3746,175.63761487297845,0.0,0.0,0.0,175.63761487297845,175.64元,10799.999999991,10799.999999991,17.069414557601228
2025-02-01T01:30:00,452.5262558182414,452.5262558182414,0.0,452.5262558182414,0.0,452.5262558182414,0.3606,163.18096784805783,0.0,0.0,0.0,163.18096784805783,163.18元,10799.999999991,10799.999999991,6.446255810141087
2025-02-01T01:40:00,477.46070319622567,477.46070319622567,0.0,477.46070319622567,0.0,477.46070319622567,0.3582,171.02642388488803,0.0,0.0,0.0,171.02642388488803,171.03元,10799.999999991,10799.999999991,5.6943698547920345
2025-02-01T01:50:00,494.00180334468456,494.00180334468456,0.0,494.00180334468456,0.0,494.00180334468456,0.3041,150.22594839711857,0.0,0.0,0.0,150.22594839711857,150.23元,10799.999999991,10799.999999991,45.97583666991759
2025-02-01T02:00:00,486.73893368586994,486.73893368586994,0.0,486.73893368586994,0.0,486.73893368586994,0.2537,123.48566747610519,0.0,0.0,0.0,123.48566747610519,123.49元,10799.999999991,10799.999999991,89.3356003444363
2025-02-01T02:10:00,490.0645575806002,490.0645575806002,0.0,490.0645575806002,0.0,490.0645575806002,0.3346,163.97560096646882,0.0,0.0,0.0,163.97560096646882,163.98元,10799.999999991,10799.999999991,55.97392423916657
2025-02-01T02:20:00,498.11994281851764,498.11994281851764,0.0,498.11994281851764,0.0,498.11994281851764,0.3971,197.80342929323336,0.0,0.0,0.0,197.80342929323336,197.80元,10799.999999991,10799.999999991,7.559026143750691
2025-02-01T02:30:00,499.4546001040474,499.4546001040474,0.0,499.4546001040474,0.0,499.4546001040474,0.367,183.2998382381854,0.0,0.0,0.0,183.2998382381854,183.30元,10799.999999991,10795.816222339941,0.0
2025-02-01T02:40:00,492.7778907048412,492.7778907048412,0.0,492.7778907048412,0.0,492.7778907048412,0.3185,156.94975818949192,0.0,0.0,0.0,156.94975818949192,156.95元,10795.816222339941,10799.999999991,14.056432203664869
2025-02-01T02:50:00,495.9155132628215,495.9155132628215,0.0,495.9155132628215,0.0,495.9155132628215,0.3285,162.90824610683686,0.0,0.0,0.0,162.90824610683686,162.91元,10799.999999991,10799.999999991,34.5311132547212
2025-02-01T03:00:00,508.55270310127014,508.55270310127014,0.0,508.55270310127014,0.0,508.55270310127014,0.3772,191.82607960979908,0.0,0.0,0.0,191.82607960979908,191.83元,10799.999999991,10799.999999991,31.611036426503155
2025-02-01T03:10:00,512.8085973614035,512.8085973614035,0.0,512.8085973614035,0.0,512.8085973614035,0.3815,195.63647989337542,0.0,0.0,0.0,195.63647989337542,195.64元,10799.999999991,10799.999999991,29.409047353303187
2025-02-01T03:20:00,511.69235763520555,511.69235763520555,0.0,511.69235763520555,0.0,511.69235763520555,0.3822,195.56881908817556,0.0,0.0,0.0,195.56881908817556,195.57元,10799.999999991,10799.999999991,25.090440960438606
2025-02-01T03:30:00,506.9093584279571,506.9093584279571,0.0,506.9093584279571,0.0,506.9093584279571,0.3962,200.8374878091566,0.0,0.0,0.0,200.8374878091566,200.84元,10799.999999991,10799.999999991,8.06102508652342
2025-02-01T03:40:00,499.02232561722235,499.02232561722235,0.0,499.02232561722235,0.0,499.02232561722235,0.3879,193.57076010692057,0.0,0.0,0.0,193.57076010692057,193.57元,10799.999999991,10778.56954698421,0.0
2025-02-01T03:50:00,509.47473657506293,509.47473657506293,0.0,509.47473657506293,0.0,509.47473657506293,0.3405,173.47614780380894,0.0,0.0,0.0,173.47614780380894,173.48元,10778.56954698421,10778.876689892766,0.0
2025-02-01T04:00:00,527.2687994535693,527.2687994535693,0.0,527.2687994535693,0.0,527.2687994535693,0.3164,166.82784814710934,0.0,0.0,0.0,166.82784814710934,166.83元,10778.876689892766,10799.999999991,20.181788233309412
2025-02-01T04:10:00,519.4628758004685,519.4628758004685,0.0,519.4628758004685,0.0,519.4628758004685,0.3916,203.42166216346348,0.0,0.0,0.0,203.42166216346348,203.42元,10799.999999991,10799.999999991,28.276075792368182
2025-02-01T04:20:00,514.8992048382323,514.8992048382323,0.0,514.8992048382323,0.0,514.8992048382323,0.4109,211.57208326802964,0.0,0.0,0.0,211.57208326802964,211.57元,10799.999999991,10799.999999991,10.25392149679866
2025-02-01T04:30:00,526.7736577401041,526.7736577401041,0.0,526.7736577401041,0.0,526.7736577401041,0.361,190.16529044417757,0.0,0.0,0.0,190.16529044417757,190.17元,10799.999999991,10799.999999991,21.19532439867053
2025-02-01T04:40:00,539.394455236465,539.394455236465,0.0,539.394455236465,0.0,539.394455236465,0.3799,204.91595354433306,0.0,0.0,0.0,204.91595354433306,204.92元,10799.999999991,10799.999999991,36.163488561698024
2025-02-01T04:50:00,547.4541268662202,547.4541268662202,0.0,547.4541268662202,0.0,547.4541268662202,0.4094,224.12771953903055,0.0,0.0,0.0,224.12771953903055,224.13元,10799.999999991,10799.999999991,44.60714352478654
2025-02-01T05:00:00,546.4732411710656,546.4732411710656,0.0,546.4732411710656,0.0,546.4732411710656,0.4052,221.4309573225158,0.0,0.0,0.0,221.4309573225158,221.43元,10799.999999991,10799.999999991,46.831574496298664
2025-02-01T05:10:00,535.7293589393831,535.7293589393831,0.0,535.7293589393831,0.0,535.7293589393831,0.3896,208.72015824278367,0.0,0.0,0.0,208.72015824278367,208.72元,10799.999999991,10799.999999991,46.945775597949456
2025-02-01T05:20:00,536.9608188339558,536.9608188339558,0.0,536.9608188339558,0.0,536.9608188339558,0.3908,209.84428800030994,0.0,0.0,0.0,209.84428800030994,209.84元,10799.999999991,10799.999999991,38.44206882585554
2025-02-01T05:30:00,554.1875598313693,554.1875598313693,0.0,554.1875598313693,0.0,554.1875598313693,0.3821,211.7550666115662,0.0,0.0,0.0,211.7550666115662,211.76元,10799.999999991,10799.999999991,24.96422648993562
2025-02-01T05:40:00,567.5208164498204,567.5208164498204,0.0,567.5208164498204,0.0,567.5208164498204,0.3475,197.21348371631257,0.0,0.0,0.0,197.21348371631257,197.21元,10799.999999991,10799.999999991,20.110499775053405
2025-02-01T05:50:00,556.5770580143726,556.5770580143726,0.0,556.5770580143726,0.0,556.5770580143726,0.5182,288.4182314630479,0.0,0.0,0.0,288.4182314630479,288.42元,10799.999999991,10799.999999991,25.349658006272314
2025-02-01T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8102,0.0,0.0,0.0,0.0,0.0,0.00元,10799.999999991,10232.24074074285,0.0
2025-02-01T06:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8756,0.0,0.0,0.0,0.0,0.0,0.00元,10232.24074074285,9637.588314828035,0.0
2025-02-01T06:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.818,0.0,0.0,0.0,0.0,0.0,0.00元,9637.588314828035,9044.97127780211,0.0
2025-02-01T06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7708,0.0,0.0,0.0,0.0,0.0,0.00元,9044.97127780211,8484.393500035443,0.0
2025-02-01T06:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.7715,0.0,0.0,0.0,0.0,0.0,0.00元,8484.393500035443,7907.111629676184,0.0
2025-02-01T06:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.8181,0.0,0.0,0.0,0.0,0.0,0.00元,7907.111629676184,7294.355981539147,0.0
2025-02-01T07:00:00,2.3107819779216925,2.3107819779216925,0.0,2.3107819779216925,0.0,2.3107819779216925,0.8678,2.005296600440445,0.0,0.0,0.0,2.005296600440445,2.01元,7294.355981539147,6683.543887451653,0.0
2025-02-01T07:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.864,0.0,0.0,0.0,0.0,0.0,0.00元,6683.543887451653,6111.812720796098,0.0
2025-02-01T07:20:00,22.477074195065825,22.477074195065825,0.0,22.477074195065825,0.0,22.477074195065825,0.8237,18.51436601447572,0.0,0.0,0.0,18.51436601447572,18.51元,6111.812720796098,5639.111081023949,0.0
