开始时间,日初计划_kWh,保留原计划_kWh,调整增购_kWh,调整后普通购电_kWh,紧急购电_kWh,实际外网总购电_kWh,实际电价_元每kWh,原计划执行费_元,调整增购费_元,紧急购电费_元,本时刻调减违约费_元,本段总费用_元,电费标签,段初SOC_kWh,段末SOC_kWh,弃购电_kWh
2025-01-08T00:10:00,679.6644458333333,679.6644458333333,0.0,679.6644458333333,0.0,679.6644458333333,0.4812,327.054531335,0.0,0.0,0.0,327.054531335,327.05元,9111.75409109011,9152.74968733111,0.0
2025-01-08T00:20:00,1434.92145,1434.92145,0.0,1434.92145,0.0,1434.92145,0.4784,686.46642168,0.0,0.0,0.0,686.46642168,686.47元,9152.74968733111,9856.89759732211,0.0
2025-01-08T00:30:00,1454.4266666666667,1454.4266666666667,0.0,1454.4266666666667,0.0,1454.4266666666667,0.4645,675.5811866666668,0.0,0.0,0.0,675.5811866666668,675.58元,9856.89759732211,10602.32709731311,0.0
2025-01-08T00:40:00,922.8242919714976,922.8242919714976,0.0,922.8242919714976,0.0,922.8242919714976,0.3969,366.2689614834874,0.0,0.0,0.0,366.2689614834874,366.27元,10602.32709731311,10799.999999991,137.08171677384135
2025-01-08T00:50:00,688.0860041666666,688.0860041666666,0.0,688.0860041666666,0.0,688.0860041666666,0.4084,281.01432410166666,0.0,0.0,0.0,281.01432410166666,281.01元,10799.999999991,10799.999999991,120.91305415856638
2025-01-08T01:00:00,716.4008333333334,716.4008333333334,0.0,716.4008333333334,0.0,716.4008333333334,0.4706,337.1382321666667,0.0,0.0,0.0,337.1382321666667,337.14元,10799.999999991,10799.999999991,96.58416665856643
2025-01-08T01:10:00,720.2767916666666,720.2767916666666,0.0,720.2767916666666,0.0,720.2767916666666,0.4221,304.0288337624999,0.0,0.0,0.0,304.0288337624999,304.03元,10799.999999991,10799.999999991,98.83265832523293
2025-01-08T01:20:00,909.16651791838,909.16651791838,0.0,909.16651791838,0.0,909.16651791838,0.3854,350.39277600574366,0.0,0.0,0.0,350.39277600574366,350.39元,10799.999999991,10799.999999991,311.7145179102797
2025-01-08T01:30:00,719.40625,719.40625,0.0,719.40625,0.0,719.40625,0.4234,304.59660625,0.0,0.0,0.0,304.59660625,304.60元,10799.999999991,10799.999999991,116.69458332523308
2025-01-08T01:40:00,659.8834583333332,659.8834583333332,0.0,659.8834583333332,0.0,659.8834583333332,0.4695,309.8152836874999,0.0,0.0,0.0,309.8152836874999,309.82元,10799.999999991,10799.999999991,4.225391658566286
2025-01-08T01:50:00,668.8603083333334,668.8603083333334,0.0,668.8603083333334,0.0,668.8603083333334,0.4717,315.50140744083336,0.0,0.0,0.0,315.50140744083336,315.50元,10799.999999991,10799.999999991,17.05589165856643
2025-01-08T02:00:00,740.9454166666667,740.9454166666667,0.0,740.9454166666667,0.0,740.9454166666667,0.4556,337.5747318333334,0.0,0.0,0.0,337.5747318333334,337.57元,10799.999999991,10799.999999991,120.36541665856643
2025-01-08T02:10:00,752.0432875,752.0432875,0.0,752.0432875,0.0,752.0432875,0.4805,361.35679964375,0.0,0.0,0.0,361.35679964375,361.36元,10799.999999991,10799.999999991,67.82745415856638
2025-01-08T02:20:00,766.3335958333334,766.3335958333334,0.0,766.3335958333334,0.0,766.3335958333334,0.4564,349.75465313833337,0.0,0.0,0.0,349.75465313833337,349.75元,10799.999999991,10799.999999991,78.70569582523316
2025-01-08T02:30:00,798.5941666666665,798.5941666666665,0.0,798.5941666666665,0.0,798.5941666666665,0.4154,331.7360168333333,0.0,0.0,0.0,331.7360168333333,331.74元,10799.999999991,10799.999999991,168.9308333252329
