开始时间,日初计划_kWh,保留原计划_kWh,调整增购_kWh,调整后普通购电_kWh,紧急购电_kWh,实际外网总购电_kWh,实际电价_元每kWh,原计划执行费_元,调整增购费_元,紧急购电费_元,本时刻调减违约费_元,本段总费用_元,电费标签,段初SOC_kWh,段末SOC_kWh,弃购电_kWh
2025-02-01T00:10:00,438.81306766760304,438.81306766760304,0.0,438.81306766760304,0.0,438.81306766760304,0.3281,143.97456750174055,0.0,0.0,0.0,143.97456750174055,143.97元,8092.359249808101,8107.463680699943,0.0
2025-02-01T00:20:00,1256.4905228135558,1256.4905228135558,0.0,1256.4905228135558,0.0,1256.4905228135558,0.3257,409.2389632803751,0.0,0.0,0.0,409.2389632803751,409.24元,8107.463680699943,8857.463680690944,7.749872823555726
2025-02-01T00:30:00,1269.9656923815382,1269.9656923815382,0.0,1269.9656923815382,0.0,1269.9656923815382,0.3041,386.19656705322575,0.0,0.0,0.0,386.19656705322575,386.20元,8857.463680690944,9607.463680680943,25.91569239153818
2025-02-01T00:40:00,1290.836306523816,1290.836306523816,0.0,1290.836306523816,0.0,1290.836306523816,0.3126,403.51542941934485,0.0,0.0,0.0,403.51542941934485,403.52元,9607.463680680943,10357.463680671943,27.208173200482626
2025-02-01T00:50:00,485.54860077995323,485.54860077995323,0.0,485.54860077995323,0.0,485.54860077995323,0.3286,159.55127021629264,0.0,0.0,0.0,159.55127021629264,159.55元,10357.463680671943,10412.4878963649,0.0
2025-02-01T01:00:00,505.06419381663267,505.06419381663267,0.0,505.06419381663267,0.0,505.06419381663267,0.3438,173.64106983415832,0.0,0.0,0.0,173.64106983415832,173.64元,10412.4878963649,10501.59917079087,0.0
2025-02-01T01:10:00,503.8444221816136,503.8444221816136,0.0,503.8444221816136,0.0,503.8444221816136,0.3704,186.6239739760697,0.0,0.0,0.0,186.6239739760697,186.62元,10501.59917079087,10561.983985745323,0.0
2025-02-01T01:20:00,468.86709789903483,468.86709789903483,0.0,468.86709789903483,0.0,468.86709789903483,0.3746,175.63761487297845,0.0,0.0,0.0,175.63761487297845,175.64元,10561.983985745323,10577.346458845454,0.0
2025-02-01T01:30:00,452.5262558182414,452.5262558182414,0.0,452.5262558182414,0.0,452.5262558182414,0.3606,163.18096784805783,0.0,0.0,0.0,163.18096784805783,163.18元,10577.346458845454,10583.14808907287,0.0
2025-02-01T01:40:00,498.7682813476919,498.7682813476919,0.0,498.7682813476919,0.0,498.7682813476919,0.3582,178.65879837874326,0.0,0.0,0.0,178.65879837874326,178.66元,10583.14808907287,10607.449842276794,0.0
2025-02-01T01:50:00,509.4569514817698,509.4569514817698,0.0,509.4569514817698,0.0,509.4569514817698,0.3041,154.9258589456062,0.0,0.0,0.0,154.9258589456062,154.93元,10607.449842276794,10662.737728601387,0.0
2025-02-01T02:00:00,486.73893368586994,486.73893368586994,0.0,486.73893368586994,0.0,486.73893368586994,0.2537,123.48566747610519,0.0,0.0,0.0,123.48566747610519,123.49元,10662.737728601387,10743.13976890967,0.0
2025-02-01T02:10:00,516.491094344172,516.491094344172,0.0,516.491094344172,0.0,516.491094344172,0.3346,172.81792016755995,0.0,0.0,0.0,172.81792016755995,172.82元,10743.13976890967,10799.999999991,19.222426476027834
2025-02-01T02:20:00,537.1289840473856,537.1289840473856,0.0,537.1289840473856,0.0,537.1289840473856,0.3971,213.29391956521684,0.0,0.0,0.0,213.29391956521684,213.29元,10799.999999991,10799.999999991,46.56806737261869
2025-02-01T02:30:00,533.593524234637,533.593524234637,0.0,533.593524234637,0.0,533.593524234637,0.367,195.8288233941118,0.0,0.0,0.0,195.8288233941118,195.83元,10799.999999991,10799.999999991,30.373524226536667
2025-02-01T02:40:00,533.3871204827365,533.3871204827365,0.0,533.3871204827365,0.0,533.3871204827365,0.3185,169.88379787375158,0.0,0.0,0.0,169.88379787375158,169.88元,10799.999999991,10799.999999991,59.31430380796949
