window,date,plan_kwh,add_kwh,emergency_kwh,total_kwh,plan_cost_yuan,add_cost_yuan,emergency_cost_yuan,reduce_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh
natural_day_partial_0010,2025-01-01,72596.301301,0.000000,25408.685204,98004.986504,50034.920572,0.000000,169470.790037,0.000000,219505.710609,,
natural_day,2025-01-02,107384.576609,0.000000,0.000000,107384.576609,85086.353303,0.000000,0.000000,0.000000,85086.353303,,
natural_day,2025-01-03,108322.740611,0.000000,0.000000,108322.740611,66565.969715,0.000000,0.000000,0.000000,66565.969715,,
natural_day,2025-01-04,89000.886325,0.000000,0.000000,89000.886325,51346.328352,0.000000,0.000000,0.000000,51346.328352,,
natural_day,2025-01-05,80547.095934,0.000000,13157.607257,93704.703191,59182.985953,0.000000,94172.480793,0.000000,153355.466747,,
natural_day,2025-01-06,89980.333248,0.000000,8960.058946,98940.392194,66225.438974,0.000000,65618.118652,0.000000,131843.557626,,
natural_day,2025-01-07,102626.827081,0.000000,5277.697325,107904.524407,80602.748872,0.000000,38422.004196,0.000000,119024.753068,,
natural_day,2025-01-08,116976.370550,0.000000,0.000000,116976.370550,94534.866391,0.000000,0.000000,0.000000,94534.866391,,
natural_day,2025-01-09,116284.135032,0.000000,0.000000,116284.135032,94633.217166,0.000000,0.000000,0.000000,94633.217166,,
natural_day,2025-01-10,70834.324700,0.000000,182.972036,71017.296736,37562.123807,0.000000,1093.166429,0.000000,38655.290236,,
natural_day,2025-01-11,70602.987460,0.000000,169.169736,70772.157196,37790.720271,0.000000,1031.089542,0.000000,38821.809812,,
natural_day,2025-01-12,116986.716115,0.000000,69.340127,117056.056242,95380.469392,0.000000,479.903016,0.000000,95860.372409,,
natural_day,2025-01-13,116049.801723,0.000000,0.000000,116049.801723,93694.836761,0.000000,0.000000,0.000000,93694.836761,,
natural_day,2025-01-14,116806.655561,0.000000,127.023793,116933.679354,93961.258995,0.000000,840.452926,0.000000,94801.711921,,
result_row,2025-01-08,117021.937214,0.000000,0.000000,117021.937214,94528.885783,0.000000,0.000000,0.000000,94528.885783,,
result_row,2025-01-09,116157.586999,0.000000,0.000000,116157.586999,94494.582966,0.000000,0.000000,0.000000,94494.582966,,
result_row,2025-01-10,70818.786808,0.000000,182.972036,71001.758844,37549.820210,0.000000,1093.166429,0.000000,38642.986639,,
result_row,2025-01-11,70733.272077,0.000000,169.169736,70902.441813,37946.663848,0.000000,1031.089542,0.000000,38977.753390,,
result_row,2025-01-12,116999.580848,0.000000,69.340127,117068.920975,95358.914739,0.000000,479.903016,0.000000,95838.817756,,
result_row,2025-01-13,116030.958039,0.000000,0.000000,116030.958039,93687.487125,0.000000,0.000000,0.000000,93687.487125,,
result_row,2025-01-14,116839.187836,0.000000,127.023793,116966.211629,93981.148378,0.000000,840.452926,0.000000,94821.601305,,
