window,date,plan_kwh,add_kwh,emergency_kwh,total_kwh,plan_cost_yuan,add_cost_yuan,emergency_cost_yuan,reduce_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh
natural_day_partial_0010,2025-01-01,77754.758541,8619.552289,9486.689896,95861.000725,56815.335268,18569.276358,62614.272583,1746.294285,139745.178494,,
natural_day,2025-01-02,97759.258097,2071.472673,2303.697922,102134.428691,73970.261663,3203.802132,16155.263727,1286.368941,94615.696462,,
natural_day,2025-01-03,91679.155236,3172.383750,0.000000,94851.538986,53359.231138,4951.300396,0.000000,1529.291419,59839.822952,,
natural_day,2025-01-04,74699.738310,2875.833160,0.000000,77575.571470,41084.551366,3803.843915,0.000000,488.594860,45376.990142,,
natural_day,2025-01-05,68432.723218,11121.519411,11703.616900,91257.859529,48463.464074,20178.595853,77253.311080,178.732741,146074.103748,,
natural_day,2025-01-06,78560.576730,8799.941489,9509.227687,96869.745906,55675.671707,15852.351271,64054.037976,778.813366,136360.874320,,
natural_day,2025-01-07,78590.317483,11944.005272,6665.285522,97199.608277,57400.003827,19551.024254,42488.944486,15.278363,119455.250930,,
natural_day,2025-01-08,95604.323550,1674.914825,1684.469635,98963.708011,73402.734647,3178.678155,11373.218344,2979.027850,90933.658997,,
natural_day,2025-01-09,92792.245140,4510.215815,1625.490482,98927.951437,72183.775328,7346.780456,10952.881494,167.393276,90650.830554,,
natural_day,2025-01-10,46364.188977,5443.808856,0.000000,51807.997833,21454.640162,5989.057280,0.000000,1588.413276,29032.110718,,
natural_day,2025-01-11,46947.128797,4219.116493,0.000000,51166.245290,22910.418573,4582.487644,0.000000,102.482118,27595.388334,,
natural_day,2025-01-12,94131.379183,4132.935965,144.876215,98409.191363,73453.021409,6912.064789,869.329730,360.584643,81595.000571,,
natural_day,2025-01-13,93612.416153,2191.771334,679.249051,96483.436539,72421.766474,3743.532305,4496.895813,397.262530,81059.457122,,
natural_day,2025-01-14,93557.021496,2695.886116,1414.426236,97667.333848,71776.615429,4626.894481,9221.759016,232.878674,85858.147600,,
natural_day,2025-01-15,91511.687032,5308.818555,1132.811446,97953.317033,70342.483777,8643.312391,7329.716169,75.326916,86390.839253,,
natural_day,2025-01-16,89956.808132,3415.669933,1849.536550,95222.014616,68837.014285,5487.852507,12292.004959,196.617386,86813.489137,,
natural_day,2025-01-17,45374.858431,2793.053469,0.000000,48167.911900,22466.957503,2856.829921,0.000000,99.227945,25423.015369,,
natural_day,2025-01-18,47750.017963,1431.157273,0.000000,49181.175236,23054.826216,2354.705126,0.000000,167.786755,25577.318097,,
natural_day,2025-01-19,89985.344339,5314.878413,1395.814546,96696.037299,68732.463763,8168.459927,9327.510773,62.390325,86290.824788,,
natural_day,2025-01-20,90267.467998,3838.331628,1862.632832,95968.432458,68847.959105,6112.400967,12519.140319,88.942332,87568.442723,,
natural_day,2025-01-21,87392.084035,3545.547356,616.938839,91554.570231,64803.931256,5659.197996,3861.902107,1110.378522,75435.409880,,
natural_day,2025-01-22,91334.924374,2500.563446,1035.915973,94871.403793,69306.978967,4445.896002,6813.984279,368.905360,80935.764608,,
natural_day,2025-01-23,91213.284990,4151.351601,1235.089888,96599.726479,69548.178353,6933.890492,8101.147967,142.083223,84725.300036,,
natural_day,2025-01-24,45167.631152,2090.706563,0.000000,47258.337714,21721.088162,2751.897858,0.000000,245.684588,24718.670608,,
natural_day,2025-01-25,44967.526080,1440.874268,0.000000,46408.400349,21479.718315,2128.636396,0.000000,296.059491,23904.414201,,
natural_day,2025-01-26,91415.792272,3332.616971,683.410935,95431.820178,68989.332397,5894.212993,4429.418719,1634.262491,80947.226601,,
natural_day,2025-01-27,86491.291018,4873.603768,35.213174,91400.107960,63939.346614,7527.277207,189.429268,201.770563,71857.823651,,
natural_day,2025-01-28,89610.577593,3264.641416,1136.902940,94012.121949,66108.773052,5429.645546,7548.145316,822.073869,79908.637782,,
natural_day,2025-01-29,86730.124008,3674.938203,210.738488,90615.800699,62596.355573,5476.052383,1281.567798,211.360263,69565.336017,,
natural_day,2025-01-30,84896.915248,5712.496350,914.152060,91523.563658,62940.590197,8060.987180,5939.577383,260.121695,77201.276456,,
natural_day,2025-01-31,45566.335783,1283.736961,0.000000,46850.072744,21449.619859,2007.993584,0.000000,205.743743,23663.357185,,
natural_day,2025-02-01,43868.818874,1335.726614,0.000000,45204.545488,20068.542245,1867.005393,0.000000,539.137632,22474.685270,,
natural_day,2025-02-02,83093.358375,2864.230023,408.545634,86366.134031,58582.826839,3947.263448,1915.643380,1854.655427,66300.389093,,
natural_day,2025-02-03,85039.265865,1615.010131,1490.162229,88144.438225,60611.471637,2293.410722,8096.692727,1716.119574,72717.694660,,
natural_day,2025-02-04,86162.685527,223.150224,1551.904512,87937.740263,61192.780109,375.731294,8340.868368,1933.882408,71843.262178,,
natural_day,2025-02-05,85884.441882,1040.003354,1573.757046,88498.202283,60450.605271,1499.888463,8401.818067,370.292619,70722.604420,,
natural_day,2025-02-06,86426.074570,289.631320,1457.366478,88173.072368,60965.375367,551.827711,7856.458332,2430.754375,71804.415785,,
natural_day,2025-02-07,40396.578086,0.000000,0.000000,40396.578086,17246.783763,0.000000,0.000000,288.455298,17535.239061,,
natural_day,2025-02-08,39820.671698,359.270969,0.000000,40179.942667,16694.996637,489.333629,0.000000,67.154133,17251.484400,,
natural_day,2025-02-09,84552.887992,2434.284308,948.188288,87935.360587,58819.056975,3308.909535,5166.755240,542.417386,67837.139136,,
natural_day,2025-02-10,78752.252088,2134.984711,873.606553,81760.843352,52900.290093,2604.617922,4547.332669,2353.176706,62405.417390,,
natural_day,2025-02-11,82252.233510,696.838704,1826.838243,84775.910457,55653.734942,740.207880,10234.747515,1321.406005,67950.096342,,
natural_day,2025-02-12,80604.610337,608.844194,1822.703927,83036.158457,54196.221103,852.627840,10231.081645,1858.411717,67138.342306,,
natural_day,2025-02-13,77650.025737,1962.805687,1101.069971,80713.901396,51615.439336,2168.921563,6073.254866,1266.425469,61124.041235,,
natural_day,2025-02-14,37692.731131,1182.693434,0.000000,38875.424565,15889.660574,887.846417,0.000000,35.396206,16812.903197,,
natural_day,2025-02-15,39367.128571,1096.031238,0.000000,40463.159809,16779.173761,664.431333,0.000000,133.641188,17577.246282,,
natural_day,2025-02-16,78159.451402,657.828302,2669.360567,81486.640271,52475.718817,1001.661116,14742.827497,2311.622395,70531.829825,,
natural_day,2025-02-17,77479.508301,327.912905,1205.469008,79012.890214,51353.687442,407.317773,6436.514285,2682.376164,60879.895663,,
natural_day,2025-02-18,75658.472602,3793.174888,363.916962,79815.564453,50035.025815,4473.039217,1830.228769,21.862211,56360.156011,,
natural_day,2025-02-19,75164.984693,3800.146776,1630.071202,80595.202671,49819.935246,4396.990334,9017.124134,145.356023,63379.405737,,
natural_day,2025-02-20,74098.423219,1645.141340,2004.217142,77747.781700,49532.685841,1980.386632,10704.076115,1227.675802,63444.824389,,
natural_day,2025-02-21,36409.831834,365.641148,0.000000,36775.472982,15580.100698,485.765626,0.000000,11.825966,16077.692290,,
natural_day,2025-02-22,39291.241687,374.630431,0.000000,39665.872118,16614.458002,391.783296,0.000000,72.456754,17078.698052,,
natural_day,2025-02-23,75333.866981,1433.693935,1919.575719,78687.136635,49738.166149,1873.652973,10555.690035,274.291827,62441.800984,,
natural_day,2025-02-24,73780.588777,2739.589634,268.724620,76788.903031,48813.779790,2829.911241,1378.180795,172.793727,53194.665552,,
natural_day,2025-02-25,72270.975457,451.334535,1317.817500,74040.127492,46714.994178,491.803393,6907.821370,1221.438038,55336.056979,,
natural_day,2025-02-26,71758.010608,4524.307801,1139.674929,77421.993339,46546.291913,4871.589809,6195.726565,21.896407,57635.504693,,
natural_day,2025-02-27,67397.276861,2817.990014,2159.108952,72374.375827,43872.860988,3141.350651,12299.641291,139.171286,59453.024215,,
natural_day,2025-02-28,35228.400724,664.954475,0.000000,35893.355200,14409.957836,578.924179,0.000000,87.660612,15076.542628,,
result_row,2025-02-01,44003.917174,1335.726614,0.000000,45339.643788,20164.419411,1867.005393,0.000000,539.137632,22570.562436,,
result_row,2025-02-02,83110.264642,2864.230023,408.545634,86383.040298,58611.288925,3947.263448,1915.643380,1854.655427,66328.851179,,
result_row,2025-02-03,85527.384286,1615.010131,1490.162229,88632.556646,60790.812246,2293.410722,8096.692727,1716.119574,72897.035269,,
result_row,2025-02-04,86489.509748,223.150224,1551.904512,88264.564483,61384.848389,375.731294,8340.868368,1933.882408,72035.330459,,
result_row,2025-02-05,85595.522939,1040.003354,1573.757046,88209.283340,60363.763199,1499.888463,8401.818067,370.292619,70635.762348,,
result_row,2025-02-06,86089.086131,289.631320,1457.366478,87836.083929,60672.572541,551.827711,7856.458332,2430.754375,71511.612959,,
result_row,2025-02-07,40836.078552,0.000000,0.000000,40836.078552,17404.833331,0.000000,0.000000,288.455298,17693.288629,,
result_row,2025-02-08,39178.406580,359.270969,0.000000,39537.677549,16493.198921,489.333629,0.000000,67.154133,17049.686684,,
result_row,2025-02-09,84576.742558,2434.284308,948.188288,87959.215154,58872.213053,3308.909535,5166.755240,542.417386,67890.295215,,
result_row,2025-02-10,78754.075471,2134.984711,873.606553,81762.666735,52929.157143,2604.617922,4547.332669,2353.176706,62434.284440,,
result_row,2025-02-11,82228.060402,696.838704,1826.838243,84751.737349,55571.909045,740.207880,10234.747515,1321.406005,67868.270445,,
result_row,2025-02-12,80598.981603,608.844194,1822.703927,83030.529724,54235.353340,852.627840,10231.081645,1858.411717,67177.474542,,
result_row,2025-02-13,77494.856262,1962.805687,1101.069971,80558.731921,51494.604831,2168.921563,6073.254866,1266.425469,61003.206729,,
result_row,2025-02-14,37684.454789,1182.693434,0.000000,38867.148223,15893.702696,887.846417,0.000000,35.396206,16816.945320,,
result_row,2025-02-15,39525.243462,1096.031238,0.000000,40621.274701,16904.504982,664.431333,0.000000,133.641188,17702.577503,,
result_row,2025-02-16,78187.799910,657.828302,2669.360567,81514.988779,52477.009562,1001.661116,14742.827497,2311.622395,70533.120570,,
result_row,2025-02-17,77485.269476,327.912905,1205.469008,79018.651389,51391.328306,407.317773,6436.514285,2682.376164,60917.536528,,
result_row,2025-02-18,75606.717519,3793.174888,363.916962,79763.809369,49953.553166,4473.039217,1830.228769,21.862211,56278.683362,,
result_row,2025-02-19,75184.572451,3800.146776,1630.071202,80614.790429,49855.872958,4396.990334,9017.124134,145.356023,63415.343449,,
result_row,2025-02-20,73951.430927,1645.141340,2004.217142,77600.789409,49413.589178,1980.386632,10704.076115,1227.675802,63325.727726,,
result_row,2025-02-21,36422.258967,365.641148,0.000000,36787.900116,15586.735725,485.765626,0.000000,11.825966,16084.327317,,
result_row,2025-02-22,39403.017904,374.630431,0.000000,39777.648334,16697.136075,391.783296,0.000000,72.456754,17161.376125,,
result_row,2025-02-23,75362.337106,1433.693935,1919.575719,78715.606760,49754.871121,1873.652973,10555.690035,274.291827,62458.505955,,
result_row,2025-02-24,73811.895311,2739.589634,268.724620,76820.209565,48862.926897,2829.911241,1378.180795,172.793727,53243.812659,,
result_row,2025-02-25,72591.700488,451.334535,1317.817500,74360.852523,46774.943121,491.803393,6907.821370,1221.438038,55396.005922,,
result_row,2025-02-26,71381.308068,4524.307801,1139.674929,77045.290798,46435.819054,4871.589809,6195.726565,21.896407,57525.031834,,
result_row,2025-02-27,68045.941806,2817.990014,2159.108952,73023.040772,44026.018691,3141.350651,12299.641291,139.171286,59606.181918,,
result_row,2025-02-28,35292.345230,664.954475,0.000000,35957.299705,14418.040939,578.924179,0.000000,87.660612,15084.625730,,
