开始时间,结束时间,归属日期,日内时段,日初计划购电_kWh,保留原计划执行_kWh,调整增购执行_kWh,调整后普通购电_kWh,相对日初净调整_kWh,紧急购电_kWh,实际外网总购电_kWh,普通电价_元每kWh,原计划执行费_元,调整增购单价_元每kWh,调整增购费_元,紧急单价_元每kWh,紧急购电费_元,本时刻调减总量_kWh,本时刻违约费_元,本段总费用_元,费用标签,弃购电_kWh,购电利用量_kWh
2025-02-01T00:10:00,2025-02-01T00:20:00,2025-02-01,1,438.81306766760304,438.81306766760304,0.0,438.81306766760304,0.0,0.0,438.81306766760304,0.4248,186.40779114519776,0.6372,0.0,2.124,0.0,0.0,0.0,186.40779114519776,186.41元,0.0,438.81306766760304
2025-02-01T00:20:00,2025-02-01T00:30:00,2025-02-01,2,1155.8324382580272,1155.8324382580272,0.0,1155.8324382580272,0.0,0.0,1155.8324382580272,0.4245,490.65087004053254,0.6367499999999999,0.0,2.1225,0.0,0.0,0.0,490.65087004053254,490.65元,0.0,1155.8324382580272
2025-02-01T00:30:00,2025-02-01T00:40:00,2025-02-01,3,436.632359048205,436.632359048205,0.0,436.632359048205,0.0,0.0,436.632359048205,0.4269,186.3983540776787,0.64035,0.0,2.1345,0.0,0.0,0.0,186.3983540776787,186.40元,0.0,436.632359048205
2025-02-01T00:40:00,2025-02-01T00:50:00,2025-02-01,4,457.5029731904826,457.5029731904826,0.0,457.5029731904826,0.0,0.0,457.5029731904826,0.4272,195.44527014697417,0.6408,0.0,2.136,0.0,0.0,0.0,195.44527014697417,195.45元,0.0,457.5029731904826
2025-02-01T00:50:00,2025-02-01T01:00:00,2025-02-01,5,466.51842341893683,466.51842341893683,0.0,466.51842341893683,0.0,0.0,466.51842341893683,0.4271,199.2500186422279,0.6406499999999999,0.0,2.1355,0.0,0.0,0.0,199.2500186422279,199.25元,0.0,466.51842341893683
2025-02-01T01:00:00,2025-02-01T01:10:00,2025-02-01,6,463.4415834096056,463.4415834096056,0.0,463.4415834096056,0.0,0.0,463.4415834096056,0.4285,198.584718491016,0.6427499999999999,0.0,2.1425,0.0,0.0,0.0,198.584718491016,198.58元,0.0,463.4415834096056
2025-02-01T01:10:00,2025-02-01T01:20:00,2025-02-01,7,476.32244757157594,476.32244757157594,0.0,476.32244757157594,0.0,0.0,476.32244757157594,0.4311,205.34260714810637,0.64665,0.0,2.1555,0.0,0.0,0.0,205.34260714810637,205.34元,0.0,476.32244757157594
2025-02-01T01:20:00,2025-02-01T01:30:00,2025-02-01,8,468.86709789903483,468.86709789903483,0.0,468.86709789903483,0.0,0.0,468.86709789903483,0.4302,201.7066255161648,0.6453,0.0,2.1510000000000002,0.0,0.0,0.0,201.7066255161648,201.71元,0.0,468.86709789903483
2025-02-01T01:30:00,2025-02-01T01:40:00,2025-02-01,9,452.5262558182414,452.5262558182414,0.0,452.5262558182414,0.0,0.0,452.5262558182414,0.4279,193.6359848646255,0.64185,0.0,2.1395,0.0,0.0,0.0,193.6359848646255,193.64元,0.0,452.5262558182414
2025-02-01T01:40:00,2025-02-01T01:50:00,2025-02-01,10,477.46070319622567,477.46070319622567,0.0,477.46070319622567,0.0,0.0,477.46070319622567,0.4312,205.8810552182125,0.6468,0.0,2.156,0.0,0.0,0.0,205.8810552182125,205.88元,0.0,477.46070319622567
