开始时间,日计划制定时间,计划负荷预测_kWh,计划光伏预测_kWh,实际负荷_kWh,实际光伏_kWh,实际净负荷_kWh,计划净负荷误差_kWh,执行时负荷预测_kWh,执行时光伏预测_kWh,执行时净负荷误差_kWh,段初SOC_kWh,段末SOC_kWh,实际存入_kWh,实际送达_kWh,弃光_kWh,弃购电_kWh,当段累计备用需求_送达kWh,窗口最大规划备用缺口_kWh,当段规划供电缺口_kWh,母线平衡残差_kWh,SOC递推残差_kWh
2025-02-01T00:10:00,2025-02-01T00:00:00,438.81306766760304,0.0,422.0303666666667,0.0,422.0303666666667,-16.782701000936356,438.45534583333324,0.0,-16.42497916666656,9413.245064631434,9428.349495523276,15.10443089184272,0.0,0.0,0.0,2270.788686666667,1036.7964400000037,0.0,1.000000082740371e-08,-7.993605777301127e-14
2025-02-01T00:20:00,2025-02-01T00:00:00,436.37479619184273,0.0,415.4073166666667,0.0,415.4073166666667,-20.96747952517603,435.6691524999999,0.0,-20.26183583333318,9428.349495523276,10094.7321049465,666.3826094232244,0.0,0.0,0.0,2215.1455266666676,1036.7964400000037,0.0,1.000012161966879e-08,1.1368683772161603e-13
2025-02-01T00:30:00,2025-02-01T00:00:00,436.632359048205,0.0,410.7166666666667,0.0,410.7166666666667,-25.915692381538292,429.6373083333333,0.0,-18.920641666666597,10094.7321049465,10118.056228080884,23.32412313438446,0.0,0.0,0.0,2160.1052133333337,1036.7964400000037,0.0,1.0000004380117389e-08,-8.348877145181177e-13
2025-02-01T00:40:00,2025-02-01T00:00:00,457.5029731904826,0.0,430.29479999999995,0.0,430.29479999999995,-27.208173190482626,448.80079416666666,0.0,-18.50599416666671,10118.056228080884,10142.54358394332,24.48735586243436,0.0,0.0,0.0,2112.9038800000008,1036.7964400000037,0.0,1.0000004380117389e-08,5.648814749292796e-13
2025-02-01T00:50:00,2025-02-01T00:00:00,466.51842341893683,0.0,424.4105833333333,0.0,424.4105833333333,-42.10784008560353,452.9436408333334,0.0,-28.533057500000098,10142.54358394332,10180.440640011362,37.89705606804317,0.0,0.0,0.0,2051.452123333334,1036.7964400000037,0.0,1.0000007932831068e-08,-4.405364961712621e-13
2025-02-01T01:00:00,2025-02-01T00:00:00,463.4415834096056,0.0,406.0516666666666,0.0,406.0516666666666,-57.389916742938965,444.4653166666667,0.0,-38.413650000000075,10180.440640011362,10232.091565071007,51.65092505964507,0.0,0.0,0.0,1962.8240533333337,1036.7964400000037,0.0,1.000000082740371e-08,-4.902744876744691e-13
2025-02-01T01:10:00,2025-02-01T00:00:00,476.32244757157594,0.0,436.7501833333333,0.0,436.7501833333333,-39.57226423824261,455.2925091666667,0.0,-18.542325833333393,10232.091565071007,10267.706602876426,35.615037805418346,0.0,0.0,0.0,1872.7130533333338,1036.7964400000037,0.0,1.000000082740371e-08,6.323830348264892e-13
2025-02-01T01:20:00,2025-02-01T00:00:00,468.86709789903483,0.0,451.7976833333333,0.0,451.7976833333333,-17.06941456570155,446.8803333333333,0.0,4.917349999999999,10267.706602876426,10283.069075976557,15.362473100131393,0.0,0.0,0.0,1830.5724533333337,1036.7964400000037,0.0,1.0000004380117389e-08,-4.369837824924616e-13
2025-02-01T01:30:00,2025-02-01T00:00:00,452.5262558182414,0.0,446.08,0.0,446.08,-6.446255818241411,430.25305000000003,0.0,15.826949999999954,10283.069075976557,10288.870706203974,5.80163022741727,0.0,0.0,0.0,1779.1370100000004,1036.7964400000037,0.0,9.99999993922529e-09,-7.105427357601002e-15
2025-02-01T01:40:00,2025-02-01T00:00:00,477.46070319622567,0.0,471.7663333333333,0.0,471.7663333333333,-5.6943698628923585,455.57122,0.0,16.195113333333325,10288.870706203974,10293.995639071578,5.124932867603122,0.0,0.0,0.0,1676.7026766666668,1036.7964400000037,0.0,1.000000082740371e-08,8.801848139228241e-13
2025-02-01T01:50:00,2025-02-01T00:00:00,494.00180334468456,0.0,448.02596666666665,0.0,448.02596666666665,-45.97583667801791,473.5922249999999,0.0,-25.56625833333328,10293.995639071578,10335.373892072794,41.378253001216116,0.0,0.0,0.0,1600.294656666667,1036.7964400000037,0.0,1.0000007932831068e-08,-2.6290081223123707e-13
2025-02-01T02:00:00,2025-02-01T00:00:00,486.73893368586994,0.0,397.4033333333333,0.0,397.4033333333333,-89.33560035253663,466.0658166666666,0.0,-68.66248333333328,10335.373892072794,10415.775932381077,80.40204030828296,0.0,0.0,0.0,1542.516466666667,1036.7964400000037,0.0,1.0000007932831068e-08,2.1316282072803006e-13
2025-02-01T02:10:00,2025-02-01T00:00:00,490.0645575806002,0.0,434.0906333333333,0.0,434.0906333333333,-55.97392424726689,467.38425500000005,0.0,-33.29362166666675,10415.775932381077,10466.152464194618,50.376531813540204,0.0,0.0,0.0,1464.3941333333337,1036.7964400000037,0.0,1.000000082740371e-08,8.739675649849232e-13
2025-02-01T02:20:00,2025-02-01T00:00:00,498.11994281851764,0.0,490.5609166666666,0.0,490.5609166666666,-7.559026151851015,474.5280266666667,0.0,16.032889999999952,10466.152464194618,10472.955587722285,6.803123527665913,0.0,0.0,0.0,1383.1309700000006,1036.7964400000037,0.0,1.000000082740371e-08,7.718270467194088e-13
2025-02-01T02:30:00,2025-02-01T00:00:00,499.4546001040474,0.0,503.22,0.0,503.22,3.765399895952612,475.62021666666675,0.0,27.599783333333278,10472.955587722285,10468.771810071226,0.0,3.765399885952612,0.0,0.0,1303.076043333334,1036.7964400000037,0.0,-1.0000007932831068e-08,1.2256862191861728e-13
2025-02-01T02:40:00,2025-02-01T00:00:00,492.7778907048412,0.0,474.07281666666665,0.0,474.07281666666665,-18.70507403817453,468.70768250000003,0.0,5.365134166666621,10468.771810071226,10485.606376696584,16.834566625357077,0.0,0.0,0.0,1226.7867100000008,1036.7964400000037,0.0,1.000000082740371e-08,1.0658141036401503e-13
2025-02-01T02:50:00,2025-02-01T00:00:00,495.9155132628215,0.0,461.38439999999997,0.0,461.38439999999997,-34.53111326282152,471.61594083333335,0.0,-10.231540833333383,10485.606376696584,10516.684378624122,31.078001927539365,0.0,0.0,0.0,1174.8868633333336,1036.7964400000037,0.0,1.0000007932831068e-08,-4.298783551348606e-13
2025-02-01T03:00:00,2025-02-01T00:00:00,508.55270310127014,0.0,476.94166666666666,0.0,476.94166666666666,-31.611036434603477,482.47076666666663,0.0,-5.529099999999971,10516.684378624122,10545.134311406266,28.449932782143126,0.0,0.0,0.0,1147.787373333334,1036.7964400000037,0.0,1.0000004380117389e-08,2.4868995751603507e-14
2025-02-01T03:10:00,2025-02-01T00:00:00,512.8085973614035,0.0,483.39955,0.0,483.39955,-29.40904736140351,484.2463583333334,0.0,-0.8468083333333993,10545.134311406266,10571.602454022528,26.468142616263155,0.0,0.0,0.0,1120.312706666667,1036.7964400000037,0.0,1.0000004380117389e-08,-7.425171588693047e-13
2025-02-01T03:20:00,2025-02-01T00:00:00,511.69235763520555,0.0,486.6019166666666,0.0,486.6019166666666,-25.09044096853893,481.8001183333333,0.0,4.801798333333352,10571.602454022528,10594.183850885212,22.581396862685033,0.0,0.0,0.0,1060.7943833333338,1036.7964400000037,0.0,1.0000004380117389e-08,-6.181721801112872e-13
2025-02-01T03:30:00,2025-02-01T00:00:00,506.9093584279571,0.0,498.84833333333336,0.0,498.84833333333336,-8.061025094623744,476.81187500000004,0.0,22.036458333333314,10594.183850885212,10601.438773461374,7.254922576161369,0.0,0.0,0.0,986.8762866666673,1036.7964400000037,0.0,1.000000082740371e-08,-3.4638958368304884e-14
2025-02-01T03:40:00,2025-02-01T00:00:00,499.02232561722235,0.0,518.3097333333333,0.0,518.3097333333333,19.28740771611092,468.7252208333334,0.0,49.584512499999846,10601.438773461374,10580.008320454584,0.0,19.28740770611092,0.0,0.0,922.8442866666674,1036.7964400000037,0.0,-1.0000007932831068e-08,5.897504706808832e-13
2025-02-01T03:50:00,2025-02-01T00:00:00,509.47473657506293,0.0,509.13346666666666,0.0,509.13346666666666,-0.3412699083962707,480.10245416666663,0.0,29.03101250000003,10580.008320454584,10580.31546336314,0.3071429085566436,0.0,0.0,0.0,855.4809266666673,1036.7964400000037,0.0,9.999999994736442e-09,-8.825162822745369e-13
2025-02-01T04:00:00,2025-02-01T00:00:00,527.2687994535693,0.0,483.6166666666666,0.0,483.6166666666666,-43.652132786902655,499.8189999999999,0.0,-16.202333333333286,10580.31546336314,10619.602382862353,39.28691949921239,0.0,0.0,0.0,783.1123700000006,1036.7964400000037,0.0,1.000000082740371e-08,2.8421709430404007e-13
2025-02-01T04:10:00,2025-02-01T00:00:00,519.4628758004685,0.0,491.1868,0.0,491.1868,-28.276075800468504,491.82941583333326,0.0,-0.6426158333332523,10619.602382862353,10645.050851073775,25.448468211421652,0.0,0.0,0.0,713.4910366666672,1036.7964400000037,0.0,1.0000004380117389e-08,-1.0658141036401503e-14
2025-02-01T04:20:00,2025-02-01T00:00:00,514.8992048382323,0.0,504.64528333333334,0.0,504.64528333333334,-10.253921504898983,489.92246583333343,0.0,14.722817499999906,10645.050851073775,10654.279380419184,9.228529345409084,0.0,0.0,0.0,645.802163333334,1036.7964400000037,0.0,1.000000082740371e-08,6.128431095930864e-13
2025-02-01T04:30:00,2025-02-01T00:00:00,526.7736577401041,0.0,505.57833333333326,0.0,505.57833333333326,-21.19532440677085,505.88719166666675,0.0,-0.30885833333348955,10654.279380419184,10673.355172376278,19.075791957093763,0.0,0.0,0.0,560.6631600000005,1036.7964400000037,0.0,1.0000004380117389e-08,-4.476419235288631e-13
2025-02-01T04:40:00,2025-02-01T00:00:00,539.394455236465,0.0,503.23096666666663,0.0,503.23096666666663,-36.163488569798346,515.5586883333333,0.0,-12.327721666666662,10673.355172376278,10705.902312080096,32.54713970381851,0.0,0.0,0.0,462.61682666666707,1036.7964400000037,0.0,1.000000082740371e-08,-3.339550858072471e-13
2025-02-01T04:50:00,2025-02-01T00:00:00,547.4542093849501,8.251872983756647e-05,502.84698333333336,0.00023333333333333333,502.84675000000004,-44.60737686622022,521.8785458333334,8.251872983756647e-05,-19.03171331460354,10705.902312080096,10746.048741250694,40.14642917059817,0.0,0.00023333333333333333,0.0,415.0612805555555,1036.7964400000037,0.0,1.000002924911314e-08,-2.5579538487363607e-13
2025-02-01T05:00:00,2025-02-01T00:00:00,546.4732411710656,0.0,499.64166666666665,0.0,499.64166666666665,-46.831574504398986,520.7377333333334,0.0,-21.09606666666673,10746.048741250694,10788.197158295652,42.14841704495908,0.0,0.0,0.0,368.25826666666694,1036.7964400000037,0.0,1.0000007932831068e-08,-6.039613253960852e-13
