window,date,plan_kwh,add_kwh,emergency_kwh,total_kwh,plan_cost_yuan,add_cost_yuan,emergency_cost_yuan,reduce_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh
natural_day_partial_0010,2025-01-01,60390.109261,0.000000,34416.643842,94806.753103,40630.305581,0.000000,217231.322196,0.000000,257861.627777,,
natural_day,2025-01-02,94963.398243,0.000000,1526.939419,96490.337663,74312.255732,0.000000,9788.083508,0.000000,84100.339240,,
natural_day,2025-01-03,96027.772231,0.000000,0.000000,96027.772231,58333.806119,0.000000,0.000000,0.000000,58333.806119,,
natural_day,2025-01-04,75655.246744,0.000000,0.000000,75655.246744,43535.718261,0.000000,0.000000,0.000000,43535.718261,,
natural_day,2025-01-05,68401.212226,0.000000,20858.473872,89259.686098,50068.904587,0.000000,143264.458417,0.000000,193333.363004,,
natural_day,2025-01-06,79529.347304,0.000000,16133.274901,95662.622206,57796.444334,0.000000,113658.310772,0.000000,171454.755106,,
natural_day,2025-01-07,80642.787409,0.000000,15084.577902,95727.365311,59707.237520,0.000000,105349.265916,0.000000,165056.503436,,
natural_day,2025-01-08,95425.944764,0.000000,724.390654,96150.335418,73639.918656,0.000000,5168.858481,0.000000,78808.777137,,
natural_day,2025-01-09,95748.215170,0.000000,842.065007,96590.280176,74184.991937,0.000000,5790.097416,0.000000,79975.089353,,
natural_day,2025-01-10,49850.414510,0.000000,1036.372851,50886.787361,22909.666400,0.000000,6406.803785,0.000000,29316.470185,,
natural_day,2025-01-11,49320.352686,0.000000,453.158398,49773.511085,22927.441318,0.000000,2333.529818,0.000000,25260.971136,,
natural_day,2025-01-12,95653.183576,0.000000,588.338035,96241.521611,74461.512905,0.000000,3892.106170,0.000000,78353.619075,,
natural_day,2025-01-13,95086.335648,0.000000,0.362600,95086.698248,73091.745245,0.000000,2.774434,0.000000,73094.519679,,
natural_day,2025-01-14,95439.441230,0.000000,275.867020,95715.308250,73116.260511,0.000000,1768.144278,0.000000,74884.404789,,
result_row,2025-01-08,95471.511428,0.000000,724.390654,96195.902082,73637.221375,0.000000,5168.858481,0.000000,78806.079856,,
result_row,2025-01-09,95621.667136,0.000000,842.065007,96463.732143,74057.825927,0.000000,5790.097416,0.000000,79847.923344,,
result_row,2025-01-10,49834.876619,0.000000,1036.372851,50871.249470,22898.457245,0.000000,6406.803785,0.000000,29305.261030,,
result_row,2025-01-11,49450.637303,0.000000,453.158398,49903.795701,23069.610558,0.000000,2333.529818,0.000000,25403.140376,,
result_row,2025-01-12,95666.048309,0.000000,588.338035,96254.386344,74443.124317,0.000000,3892.106170,0.000000,78335.230487,,
result_row,2025-01-13,95067.491965,0.000000,0.362600,95067.854565,73084.309617,0.000000,2.774434,0.000000,73087.084051,,
result_row,2025-01-14,95471.973505,0.000000,275.867020,95747.840525,73135.485412,0.000000,1768.144278,0.000000,74903.629690,,
